opening_eco,opening_name,opening_ply,Opening_ID,Opening_Family,Complexity_Level
A28,English Opening: King's English Variation |  Four Knights Variation |  Korchnoi Line,7,1328,English Opening,Intermediate
B90,Sicilian Defense: Najdorf Variation |  English Attack |  Anti-English,12,1329,Sicilian Defense,Advanced
B09,Pirc Defense: Austrian Attack |  Dragon Formation,10,1330,Pirc Defense,Advanced
D00,Blackmar-Diemer Gambit Declined |  Brombacher Countergambit,8,1331,Blackmar-Diemer Gambit Declined,Advanced
C74,Ruy Lopez: Morphy Defense |  Jaffe Gambit,9,1332,Ruy Lopez,Advanced
D22,Queen's Gambit Accepted: Alekhine Defense |  Haberditz Variation,8,1333,Queen's Gambit Accepted,Advanced
A84,Dutch Defense: Classical Variation,4,1334,Dutch Defense,Intermediate
C11,French Defense: Classical Variation |  Swiss Variation,7,1335,French Defense,Intermediate
C02,French Defense: Advance Variation |  Wade Variation,10,1336,French Defense,Advanced
A00,Polish Opening: Tartakower Gambit,5,1337,Polish Opening,Intermediate
E94,King's Indian Defense: Orthodox Variation |  Positional Defense,14,1338,King's Indian Defense,Advanced
C31,King's Gambit Declined: Falkbeer |  Milner-Barry Variation,5,1339,King's Gambit Declined,Intermediate
D51,Queen's Gambit Declined: Westphalian Variation,12,1340,Queen's Gambit Declined,Advanced
C43,Russian Game: Modern Attack,5,1341,Russian Game,Intermediate
A40,Caro-Kann Defense: De Bruycker Defense,4,1342,Caro-Kann Defense,Intermediate
C14,French Defense: Classical Variation,12,1343,French Defense,Advanced
C88,Ruy Lopez: Closed |  Anti-Marshall 8.a4,15,1344,Ruy Lopez,Advanced
B48,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,11,1345,Sicilian Defense,Advanced
B73,Sicilian Defense: Dragon Variation |  Classical Variation,15,1346,Sicilian Defense,Advanced
C66,Ruy Lopez: Berlin Defense |  Closed Wolf Variation,12,1347,Ruy Lopez,Advanced
C41,Philidor Defense: Hanham Variation |  Krause Variation,9,1348,Philidor Defense,Advanced
B41,Sicilian Defense: Kan Variation |  Maroczy Bind |  Hedgehog Variation,10,1349,Sicilian Defense,Advanced
D46,Semi-Slav Defense: Main Line,11,1350,Semi-Slav Defense,Advanced
B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack,18,1351,Sicilian Defense,Advanced
E87,King's Indian Defense: Saemisch Variation |  Closed Variation,13,1352,King's Indian Defense,Advanced
B57,Sicilian Defense: Magnus Smith Trap,15,1353,Sicilian Defense,Advanced
E52,Nimzo-Indian Defense: Normal Variation |  Schlechter Defense,12,1354,Nimzo-Indian Defense,Advanced
D18,Slav Defense: Czech Variation |  Classical System,11,1355,Slav Defense,Advanced
E46,Nimzo-Indian Defense: Reshevsky Variation,9,1356,Nimzo-Indian Defense,Advanced
C17,French Defense: Winawer Variation |  Advance Variation |  Moscow Variation,9,1357,French Defense,Advanced
E92,King's Indian Defense: Petrosian Variation,13,1358,King's Indian Defense,Advanced
D00,Queen's Pawn Game: Veresov Attack |  Shaviliuk Gambit,4,1359,Queen's Pawn Game,Intermediate
B48,Sicilian Defense: Paulsen Variation |  Bastrikov Variation |  English Attack,13,1360,Sicilian Defense,Advanced
D37,Queen's Gambit Declined: Harrwitz Attack |  Two Knights Defense,12,1361,Queen's Gambit Declined,Advanced
B06,Pterodactyl Defense: Western |  Rhamphorhynchus,8,1362,Pterodactyl Defense,Advanced
C41,Philidor Defense: Lion Variation |  Lion's Claw II,12,1363,Philidor Defense,Advanced
A40,Mikenas Defense: Lithuanian Variation,6,1364,Mikenas Defense,Intermediate
A57,Benko Gambit Declined |  Hjoerring Countergambit,7,1365,Benko Gambit Declined,Intermediate
B07,Lion Defense: Anti-Philidor |  Lion's Cave,8,1366,Lion Defense,Advanced
C41,Philidor Defense: Alapin-Blackburne Gambit,8,1367,Philidor Defense,Advanced
B42,Sicilian Defense: Kan Variation |  Polugaevsky Variation,10,1368,Sicilian Defense,Advanced
C44,Scotch Game: Goering Gambit |  Double Pawn Sacrifice,9,1369,Scotch Game,Advanced
A07,King's Indian Attack: Pachman System,10,1370,King's Indian Attack,Advanced
E15,Queen's Indian Defense: Fianchetto Variation |  Check Variation,10,1371,Queen's Indian Defense,Advanced
B22,Sicilian Defense: Alapin Variation |  Stoltz Attack,11,1372,Sicilian Defense,Advanced
C55,Italian Game: Two Knights Defense |  Perreux Variation,9,1373,Italian Game,Advanced
E15,Queen's Indian Defense: Fianchetto Variation |  Nimzowitsch Variation,8,1374,Queen's Indian Defense,Advanced
A24,English Opening: King's English Variation |  Two Knights Variation |  Fianchetto Line,6,1375,English Opening,Intermediate
A57,Benko Gambit Accepted |  Pawn Return Variation,9,1376,Benko Gambit Accepted,Advanced
D52,Queen's Gambit Declined: Cambridge Springs Defense: Capablanca Variation,13,1377,Queen's Gambit Declined,Advanced
A70,Benoni Defense: Classical Variation |  New York Variation,15,1378,Benoni Defense,Advanced
D45,Semi-Slav Defense: Stoltz Variation |  Center Variation,13,1379,Semi-Slav Defense,Advanced
C00,French Defense: Horwitz Attack |  Papa-Ticulat Gambit,5,1380,French Defense,Intermediate
E92,King's Indian Defense: Exchange Variation,13,1381,King's Indian Defense,Advanced
B13,Caro-Kann Defense: Panov Attack #2,7,1382,Caro-Kann Defense,Intermediate
B81,Sicilian Defense: Scheveningen Variation |  Delayed Keres Attack,13,1383,Sicilian Defense,Advanced
B06,Modern Defense: Pseudo-Austrian Attack,7,1384,Modern Defense,Intermediate
D59,Queen's Gambit Declined: Tartakower Defense |  Makogonov Exchange Variation,16,1385,Queen's Gambit Declined,Advanced
C52,Italian Game: Evans Gambit |  Anderssen Defense,14,1386,Italian Game,Advanced
D52,Queen's Gambit Declined: Cambridge Springs Variation,12,1387,Queen's Gambit Declined,Advanced
D55,Queen's Gambit Declined: Neo-Orthodox Variation,12,1388,Queen's Gambit Declined,Advanced
C23,Bishop's Opening: Lewis Gambit,5,1389,Bishop's Opening,Intermediate
A89,Dutch Defense: Leningrad Variation |  Matulovic Variation,14,1390,Dutch Defense,Advanced
C94,Ruy Lopez: Morphy Defense |  Breyer Defense |  Quiet Variation,19,1391,Ruy Lopez,Advanced
B03,Alekhine Defense: Four Pawns Attack |  Main Line,13,1392,Alekhine Defense,Advanced
A15,English Opening: Anglo-Indian Defense |  Old Indian Formation,4,1393,English Opening,Intermediate
E21,Nimzo-Indian Defense: Three Knights Variation |  Duchamp Variation,8,1394,Nimzo-Indian Defense,Advanced
A10,English Opening: Anglo-Scandinavian Defense |  Malvinas Variation,6,1395,English Opening,Intermediate
A53,Old Indian: Czech Variation,7,1396,Old Indian,Intermediate
D20,Queen's Gambit Accepted: Schwartz Defense,6,1397,Queen's Gambit Accepted,Intermediate
C45,Scotch Game: Alekhine Gambit,9,1398,Scotch Game,Advanced
E88,King's Indian Defense: Saemisch Variation |  Closed Variation |  7...c6,14,1399,King's Indian Defense,Advanced
B10,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation,8,1400,Caro-Kann Defense,Advanced
B13,Caro-Kann Defense: Panov Attack |  Modern Defense,10,1401,Caro-Kann Defense,Advanced
D16,Slav Defense: Soultanbeieff Variation,10,1402,Slav Defense,Advanced
B27,Sicilian Defense: Buecker Variation,4,1403,Sicilian Defense,Intermediate
B04,Alekhine Defense: Modern Variation |  Larsen-Haakert Variation,8,1404,Alekhine Defense,Advanced
C54,Italian Game: Giuoco Piano |  Bernstein Variation,20,1405,Italian Game,Advanced
C54,Italian Game: Classical Variation |  Greco Gambit |  Greco Variation,16,1406,Italian Game,Advanced
D01,Queen's Pawn Game: Veresov Attack |  Boyce Defense,6,1407,Queen's Pawn Game,Intermediate
B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Traditional Line,16,1408,Sicilian Defense,Advanced
B01,Scandinavian Defense: Anderssen Counterattack |  Collijn Variation,10,1409,Scandinavian Defense,Advanced
B40,Sicilian Defense: Kveinis Variation,8,1410,Sicilian Defense,Advanced
C27,Bishop's Opening: Boden-Kieseritzky Gambit,7,1411,Bishop's Opening,Intermediate
C30,King's Gambit: Panteldakis Countergambit,4,1412,King's Gambit,Intermediate
C24,Bishop's Opening: Urusov Gambit |  Keidansky Gambit,9,1413,Bishop's Opening,Advanced
C51,Italian Game: Evans Gambit |  Harding Variation,15,1414,Italian Game,Advanced
C66,Ruy Lopez: Berlin Defense |  Hedgehog Variation,12,1415,Ruy Lopez,Advanced
C70,Ruy Lopez: Morphy Defense |  Norwegian Variation |  Nightingale Gambit,11,1416,Ruy Lopez,Advanced
E17,Queen's Indian Defense: Classical Variation |  Tiviakov Defense,14,1417,Queen's Indian Defense,Advanced
C53,Italian Game: Classical Variation |  Greco Gambit,12,1418,Italian Game,Advanced
C52,Italian Game: Evans Gambit |  Main Line,10,1419,Italian Game,Advanced
B60,Sicilian Defense: Richter-Rauzer Variation,11,1420,Sicilian Defense,Advanced
A00,Polish Opening: Symmetrical Variation,2,1421,Polish Opening,Basic
D55,Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line,13,1422,Queen's Gambit Declined,Advanced
B09,Pirc Defense: Austrian Attack #2,10,1423,Pirc Defense,Advanced
C41,Philidor Defense: Philidor Countergambit |  Zukertort Variation,7,1424,Philidor Defense,Intermediate
E12,Queen's Indian Defense,6,1425,Queen's Indian Defense,Intermediate
E94,King's Indian Defense: Orthodox Variation |  Positional Defense |  Closed Line,15,1426,King's Indian Defense,Advanced
E72,King's Indian Defense: Normal Variation |  Deferred Fianchetto,9,1427,King's Indian Defense,Advanced
A00,Van Geet Opening: Berlin Gambit,7,1428,Van Geet Opening,Intermediate
A80,Queen's Pawn Game: Veresov Attack |  Dutch System,4,1429,Queen's Pawn Game,Intermediate
A00,Grob Opening: Spike Attack,5,1430,Grob Opening,Intermediate
A14,English Opening: Agincourt Defense |  Neo-Catalan Declined,9,1431,English Opening,Advanced
C37,King's Gambit Accepted |  Rosentreter-Testa Gambit,9,1432,King's Gambit Accepted,Advanced
C39,King's Gambit Accepted |  Kieseritzky Gambit |  Kolisch Defense,10,1433,King's Gambit Accepted,Advanced
C37,King's Gambit Accepted |  Salvio Gambit,9,1434,King's Gambit Accepted,Advanced
A51,Budapest Defense: Fajarowicz Variation,6,1435,Budapest Defense,Intermediate
B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Sosonko Variation,18,1436,Sicilian Defense,Advanced
E63,King's Indian Defense: Fianchetto Variation |  Panno Variation,14,1437,King's Indian Defense,Advanced
A30,English Opening: Symmetrical Variation |  Hedgehog Defense,12,1438,English Opening,Advanced
D53,Queen's Gambit Declined: Modern Variation |  Heral Variation,9,1439,Queen's Gambit Declined,Advanced
C42,Russian Game: Millennium Attack,9,1440,Russian Game,Advanced
A21,English Opening: King's English Variation |  Keres Defense,6,1441,English Opening,Intermediate
C80,Ruy Lopez: Open Variations,13,1442,Ruy Lopez,Advanced
A91,Dutch Defense: Classical Variation,8,1443,Dutch Defense,Advanced
C55,Italian Game: Scotch Gambit |  Max Lange Attack,10,1444,Italian Game,Advanced
C00,French Defense: Banzai-Leong Gambit,3,1445,French Defense,Basic
C78,Ruy Lopez: Morphy Defense |  Arkhangelsk Variation,12,1446,Ruy Lopez,Advanced
B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Morphy Defense,12,1447,Sicilian Defense,Advanced
A43,Benoni Defense: Cormorant Gambit,4,1448,Benoni Defense,Intermediate
B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack #2,16,1449,Sicilian Defense,Advanced
C25,Vienna Game: Omaha Gambit,5,1450,Vienna Game,Intermediate
C37,King's Gambit Accepted |  Ghulam-Kassim Gambit,11,1451,King's Gambit Accepted,Advanced
C31,King's Gambit |  Falkbeer Countergambit |  Staunton Line,6,1452,King's Gambit,Intermediate
C44,Scotch Game: Scotch Gambit |  London Defense,8,1453,Scotch Game,Advanced
A42,Modern Defense: Averbakh System |  Randspringer Variation,8,1454,Modern Defense,Advanced
B71,Sicilian Defense: Dragon Variation |  Levenfish Variation |  Main Line,12,1455,Sicilian Defense,Advanced
A40,Queen's Pawn Game: Englund Gambit,10,1456,Queen's Pawn Game,Advanced
E03,Catalan Opening: Open Defense,11,1457,Catalan Opening,Advanced
E67,King's Indian Defense: Fianchetto Variation |  Classical Fianchetto,14,1458,King's Indian Defense,Advanced
A45,Indian Game: Reversed Chigorin Defense,4,1459,Indian Game,Intermediate
B73,Sicilian Defense: Dragon Variation |  Classical Variation #2,14,1460,Sicilian Defense,Advanced
D25,Queen's Gambit Accepted: Deferred Variation,6,1461,Queen's Gambit Accepted,Intermediate
B00,Nimzowitsch Defense: Kennedy Variation |  de Smet Gambit,6,1462,Nimzowitsch Defense,Intermediate
B32,Sicilian Defense: Open #3,11,1463,Sicilian Defense,Advanced
B00,Nimzowitsch Defense: Kennedy Variation |  Paulsen Attack,13,1464,Nimzowitsch Defense,Advanced
B50,Sicilian Defense: Wing Gambit |  Deferred Variation,5,1465,Sicilian Defense,Intermediate
C24,Bishop's Opening: Warsaw Gambit,7,1466,Bishop's Opening,Intermediate
A80,Dutch Defense: Korchnoi Attack,3,1467,Dutch Defense,Basic
C63,Ruy Lopez: Schliemann Defense |  Exchange Variation,7,1468,Ruy Lopez,Intermediate
C23,Bishop's Opening: Berlin Defense |  Greco Gambit,5,1469,Bishop's Opening,Intermediate
D05,Rubinstein Opening: Bogoljubov Defense,14,1470,Rubinstein Opening,Advanced
B21,Sicilian Defense: McDonnell Attack |  Tal Gambit,6,1471,Sicilian Defense,Intermediate
C56,Italian Game: Scotch Gambit |  Max Lange Attack |  Spielmann Defense,12,1472,Italian Game,Advanced
C41,Philidor Defense: Morphy Gambit,7,1473,Philidor Defense,Intermediate
C41,Philidor Defense: Bird Gambit,7,1474,Philidor Defense,Intermediate
C23,Bishop's Opening: Philidor Variation,5,1475,Bishop's Opening,Intermediate
B00,Nimzowitsch Defense: Lean Variation,4,1476,Nimzowitsch Defense,Intermediate
A02,Bird Opening: Dutch Variation |  Dudweiler Gambit,3,1477,Bird Opening,Basic
B21,Sicilian Defense: Morphy Gambit,5,1478,Sicilian Defense,Intermediate
E12,Queen's Indian Defense: Kasparov-Petrosian Variation |  Marco Defense,10,1479,Queen's Indian Defense,Advanced
B15,Caro-Kann Defense: von Hennig Gambit,7,1480,Caro-Kann Defense,Intermediate
B28,Sicilian Defense: O'Kelly Variation |  Venice System,5,1481,Sicilian Defense,Intermediate
B40,Sicilian Defense: Pin Variation |  Koch Variation,11,1482,Sicilian Defense,Advanced
D05,Rubinstein Opening,9,1483,Rubinstein Opening,Advanced
D82,Gruenfeld Defense: Brinckmann Attack,7,1484,Gruenfeld Defense,Intermediate
C17,French Defense: Winawer Variation |  Bogoljubov Variation,9,1485,French Defense,Advanced
E20,Nimzo-Indian Defense: Kmoch Variation,7,1486,Nimzo-Indian Defense,Intermediate
E94,King's Indian Defense: Orthodox Variation |  Ukrainian Defense,14,1487,King's Indian Defense,Advanced
C89,Ruy Lopez: Marshall Attack |  Modern Variation,22,1488,Ruy Lopez,Advanced
D86,Gruenfeld Defense: Exchange Variation |  Classical Variation,13,1489,Gruenfeld Defense,Advanced
B12,Slav Defense: Diemer Gambit,5,1490,Slav Defense,Intermediate
D78,Neo-Gruenfeld Defense: Classical Variation |  Polgar Variation,12,1491,Neo-Gruenfeld Defense,Advanced
D13,Slav Defense: Exchange Variation,8,1492,Slav Defense,Advanced
D36,Queen's Gambit Declined: Exchange Variation |  Reshevsky Variation,11,1493,Queen's Gambit Declined,Advanced
B62,Sicilian Defense: Richter-Rauzer Variation |  Vitolins Variation,13,1494,Sicilian Defense,Advanced
D76,Neo-Gruenfeld Defense: Delayed Exchange Variation,14,1495,Neo-Gruenfeld Defense,Advanced
D15,Slav Defense: Two Knights Attack,8,1496,Slav Defense,Advanced
B08,Pirc Defense: Classical Variation |  Quiet System |  Chigorin Line,12,1497,Pirc Defense,Advanced
E01,Catalan Opening: Closed Variation,7,1498,Catalan Opening,Intermediate
C04,French Defense: Tarrasch Variation |  Guimard Defense |  Main Line,8,1499,French Defense,Advanced
C68,Ruy Lopez: Exchange |  Alekhine Variation,14,1500,Ruy Lopez,Advanced
A80,Dutch Defense: Alapin Variation,3,1501,Dutch Defense,Basic
D51,Queen's Gambit Declined: Capablanca |  Anti-Cambridge Springs Variation,11,1502,Queen's Gambit Declined,Advanced
D15,Slav Defense: Geller Gambit #2,9,1503,Slav Defense,Advanced
D77,Neo-Gruenfeld Defense: Classical Variation,11,1504,Neo-Gruenfeld Defense,Advanced
A04,Zukertort Opening: Wade Defense,4,1505,Zukertort Opening,Intermediate
C51,Italian Game: Evans Gambit Declined |  Cordel Variation,9,1506,Italian Game,Advanced
A58,Benko Gambit: Zaitsev System,9,1507,Benko Gambit,Advanced
B19,Caro-Kann Defense: Classical Variation |  Lobron System,24,1508,Caro-Kann Defense,Advanced
B01,Scandinavian Defense: Richter Variation,8,1509,Scandinavian Defense,Advanced
B33,Sicilian Defense: Lasker-Pelikan Variation |  Bird Variation,16,1510,Sicilian Defense,Advanced
C07,French Defense: Tarrasch Variation |  Chistyakov Defense,8,1511,French Defense,Advanced
C02,French Defense: Advance Variation |  Lputian Variation,12,1512,French Defense,Advanced
E68,King's Indian |  Fianchetto |  Classical Variation |  8.e4,15,1513,King's Indian,Advanced
B03,Alekhine Defense: Four Pawns Attack |  Fianchetto Variation,10,1514,Alekhine Defense,Advanced
A00,Polish Opening: Dutch Defense,2,1515,Polish Opening,Basic
A81,Dutch Defense: Semi-Leningrad Variation,6,1516,Dutch Defense,Intermediate
C90,Ruy Lopez: Closed Variations |  Pilnik Variation,17,1517,Ruy Lopez,Advanced
A25,English Opening: King's English Variation |  Taimanov Variation,8,1518,English Opening,Advanced
C30,King's Gambit Declined |  Miles Defense,6,1519,King's Gambit Declined,Intermediate
C55,Italian Game: Scotch Gambit,9,1520,Italian Game,Advanced
D31,Semi-Slav Defense: Marshall Gambit |  Main Line,11,1521,Semi-Slav Defense,Advanced
C03,French Defense: Tarrasch Variation |  Morozevich Variation,6,1522,French Defense,Intermediate
B24,Sicilian Defense: Closed,6,1523,Sicilian Defense,Intermediate
E17,Queen's Indian Defense: Classical Variation |  Polugaevsky Gambit,15,1524,Queen's Indian Defense,Advanced
E35,Nimzo-Indian Defense: Classical |  Noa Variation |  5.cxd5 exd5,10,1525,Nimzo-Indian Defense,Advanced
E27,Nimzo-Indian Defense: Saemisch Variation,10,1526,Nimzo-Indian Defense,Advanced
C88,Ruy Lopez: Noah's Ark Trap,20,1527,Ruy Lopez,Advanced
E48,Nimzo-Indian Defense: Normal Variation |  Bishop Attack |  Classical Defense,10,1528,Nimzo-Indian Defense,Advanced
E73,King's Indian Defense: Averbakh Variation |  Modern Defense,12,1529,King's Indian Defense,Advanced
C60,Ruy Lopez: Cozio Defense |  Paulsen Variation,8,1530,Ruy Lopez,Advanced
E94,King's Indian Defense: Orthodox Variation |  Glek Defense,14,1531,King's Indian Defense,Advanced
C75,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,10,1532,Ruy Lopez,Advanced
B56,Sicilian Defense: Spielmann Variation,11,1533,Sicilian Defense,Advanced
D41,Queen's Gambit Declined: Semi-Tarrasch Defense |  Exchange Variation,11,1534,Queen's Gambit Declined,Advanced
A00,Polish Opening: King's Indian Variation |  Schiffler Attack,5,1535,Polish Opening,Intermediate
D02,Queen's Gambit Refused: Baltic Defense |  Queen Attack,5,1536,Queen's Gambit Refused,Intermediate
E97,King's Indian Defense: Orthodox Variation |  Bayonet Attack,17,1537,King's Indian Defense,Advanced
C31,King's Gambit |  Falkbeer Countergambit |  Miles Gambit,6,1538,King's Gambit,Intermediate
C88,Ruy Lopez: Closed |  7...O-O,14,1539,Ruy Lopez,Advanced
B96,Sicilian Defense: Najdorf Variation |  Neo-Classical Defense,14,1540,Sicilian Defense,Advanced
B80,Sicilian Defense: Scheveningen Variation |  English Attack,13,1541,Sicilian Defense,Advanced
B09,Pirc Defense: Austrian Attack |  Kurajica Variation,11,1542,Pirc Defense,Advanced
E17,Queen's Indian Defense: Classical Variation |  Traditional Variation,13,1543,Queen's Indian Defense,Advanced
D19,Queen's Gambit Declined: Slav |  Dutch Variation,15,1544,Queen's Gambit Declined,Advanced
B96,Sicilian Defense: Najdorf Variation |  Polugaevsky Variation,14,1545,Sicilian Defense,Advanced
